282,1
283,1
284,0
285,1
286,0
287,0
288,1
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,1
298,0
299,0
300,0
301,0
302,1
303,0
304,1
305,0
306,0
307,0
308,1
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,1
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,1
331,1
332,1
333,0
334,0
335,0
336,0
337,1
338,0
339,0
340,0
341,0
342,1
343,0
344,0
345,0
346,1
347,1
348,0
349,1
350,0
351,0
352,1
353,1
354,0
355,0
356,1
357,0
358,0
359,0
360,0
361,0
362,1
363,1
364,0
365,1
366,1
367,0
368,0
369,1
370,0
371,0
372,1
373,1
374,1
375,1
376,1
377,0
378,1
379,1
380,0
381,0
382,0
383,1
384,0
385,1
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,1
394,0
395,1
396,0
397,0
398,0
399,0
400,1
401,0
402,0
403,0
404,0
405,0
406,0
407,1
408,0
409,0
410,0
411,1
412,1
413,0
414,0
415,0
416,1
417,0
418,0
419,1
420,0
421,1
422,1
423,0
424,0
425,0
426,1
427,0
428,1
429,1
430,0
431,1
432,0
433,0
434,0
435,1
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,1
450,1
451,0
452,0
453,1
454,1
455,0
456,0
457,0
458,1
459,1
460,0
461,0
462,1
463,0
464,0
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,1
480,0
481,0
482,1
483,1
484,0
485,0
486,1
487,0
488,1
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,1
497,1
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,1
506,1
507,0
508,1
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,1
519,0
520,0
521,0
522,0
523,0
524,0
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,0
533,1
534,1
535,1
536,0
537,1
538,0
539,1
540,0
541,0
542,1
543,1
544,1
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,1
553,0
554,0
555,0
556,0
557,0
558,1
559,0
560,0
561,1
562,1
563,0
564,0
565,0
566,0
567,1
568,1
569,1
570,1
571,0
572,0
573,0
574,1
575,0
576,0
577,0
578,0
579,1
580,1
581,0
582,0
583,1
584,1
585,0
586,0
587,1
588,1
589,0
590,0
591,0
592,1
593,0
594,0
595,0
596,0
597,1
598,1
599,0
600,1
601,0
602,0
603,0
604,0
605,0
606,1
607,0
608,1
609,0
610,1
611,0
612,0
613,0
614,1
615,0
616,0
617,0
618,0
619,1
620,0
621,0
622,0
623,1
624,0
625,1
626,0
627,0
628,0
629,1
630,0
631,1
632,0
633,1
634,1
635,0
636,0
637,0
638,1
639,0
640,0
641,1
642,0
643,1
644,0
645,0
646,0
647,0
648,0
649,1
650,0
651,0
652,1
653,0
654,1
655,0
656,0
657,0
658,0
659,0
660,0
661,1
662,1
663,0
664,1
665,0
666,1
667,0
668,0
669,1
670,0
671,0
672,0
673,0
674,1
675,1
676,0
677,1
678,0
679,0
680,1
681,0
682,1
683,1
684,1
685,0
686,1
687,0
688,0
689,0
690,0
691,1
692,1
693,0
694,0
695,0
696,0
697,0
698,1
699,0
700,1
701,0
702,0
703,1
704,1
705,0
706,1
707,0
708,0
709,0
710,1
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,1
721,0
722,0
723,0
724,0
725,1
726,0
727,0
728,0
729,0
730,1
731,0
732,0
733,0
734,0
735,0
736,1
737,0
738,0
739,1
740,0
741,0
742,1
743,0
744,0
745,1
746,1
747,1
748,1
749,0
750,0
751,0
752,0
753,0
754,1
755,0
756,1
757,0
758,0
759,0
760,1
761,1
762,1
763,1
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,1
772,1
773,0
774,0
775,0
776,0
777,0
778,0
779,1
780,1
781,1
782,1
783,0
784,0
785,0
786,1
787,0
788,0
789,0
790,1
791,0
792,1
793,1
794,1
795,1
796,1
797,0
798,0
799,0
800,0
801,1
802,0
803,1
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,0
812,1
813,0
814,0
815,0
816,0
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,0
825,0
826,1
827,0
828,0
829,1
830,1
831,0
832,0
833,0
834,1
835,0
836,1
837,1
838,1
839,1
840,0
841,1
842,0
843,1
844,1
845,1
846,0
847,1
848,1
849,0
850,1
851,0
852,1
853,0
854,1
855,1
856,1
857,0
858,0
859,1
860,0
861,1
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,1
871,1
872,0
873,0
874,1
875,0
876,1
877,0
878,1
879,0
880,0
881,1
882,1
883,1
884,1
885,0
886,0
887,1
888,0
889,0
890,1
891,0
